custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday
74UKWR,0,3/6/2011,4/13/2011,7/22/2011,0,0,0,90.32,0.04,0,0,0,Friday
P68Q7Q,1,9/22/2012,9/28/2012,9/28/2012,44,11.36363636,4.545454545,49.79,0,0,0,0,Tuesday
UMQEPL,1,11/7/2011,11/7/2011,11/11/2013,49,10.20408163,2.040816327,183.15,0.010884354,0,0,0,Tuesday
KMNGC3,0,8/24/2011,8/24/2011,8/24/2011,0,0,0,27.98,0,0,0,0,Thursday
RB22D9,0,11/4/2009,11/4/2009,11/4/2009,0,0,0,37.26,0,0,0,0,Wednesday
DM442L,1,11/15/2011,11/15/2011,11/15/2011,44,13.63636364,6.818181818,63.15,0,0,0,0,Tuesday
QQWPXP,1,2/11/2010,2/11/2010,9/23/2013,44,15.90909091,9.090909091,46.85,0.002272727,0,0,0,Tuesday
M4G6R3,1,7/26/2012,7/29/2012,7/29/2012,43,6.976744186,2.325581395,50.24,0,0,0,0,Thursday
3HXNMD,1,2/9/2011,2/9/2011,2/9/2011,43,13.95348837,0,115.32,0,0,0,0,Monday
U833AE,0,2/14/2010,2/14/2010,2/14/2010,0,0,0,49.85,0,0,0,0,Monday
GN9PFE,0,8/28/2012,9/8/2013,9/8/2013,0,0,0,51.04,0,0,0,0,Wednesday
74JB9C,0,6/9/2013,7/18/2013,7/18/2013,1,100,0,50.51,0,1,0,0,Monday
59NFMX,0,10/28/2011,11/14/2011,11/14/2011,14,7.142857143,0,50.97,0,0,0,0,Monday
66QN89,1,8/6/2012,8/21/2012,8/21/2012,45,0,0,52.19,0,0,0,0,Tuesday
GBCJUG,0,8/29/2010,11/14/2011,11/14/2011,0,0,0,52.03,0,0,0,0,Wednesday
NK7QPZ,0,10/18/2011,7/31/2012,7/31/2012,0,0,0,81.92,0,0,0,0,Tuesday
L93SVY,1,1/8/2012,1/8/2012,1/8/2012,16,0,0,96.31,0,0,0,0,Monday
H38TKG,0,8/16/2010,7/12/2011,7/12/2011,0,0,0,44.34,0,0,0,0,Thursday
KSRFXH,1,7/30/2011,8/3/2011,8/3/2011,44,13.63636364,4.545454545,52.83,0,0,0,0,Friday
GSDMNL,0,5/12/2011,12/17/2013,12/17/2013,3,100,66.66666667,110.86,0,0,0,0,Friday
NDEVYG,1,8/28/2012,9/4/2012,9/4/2012,36,0,0,24.01,0,0,0,0,Sunday
QQPPTP,1,4/30/2010,6/21/2010,6/21/2010,16,0,0,30.32,0,0,0,0,Tuesday
NW66EZ,1,3/14/2012,3/14/2012,3/14/2012,43,13.95348837,0,53.47,0,0,0,0,Thursday
GXQYM5,0,5/6/2010,5/6/2010,5/6/2010,0,0,0,30.21,0,0,0,0,Friday
VJX7HW,1,3/8/2011,3/9/2011,4/11/2011,45,0,0,81.4,0.060606061,0,0,0,Wednesday
YHJL9Y,1,7/8/2012,8/24/2012,8/24/2012,41,24.3902439,0,418.82,0,0,0,0,Friday
U5LYR3,1,6/21/2013,7/17/2013,7/17/2013,42,21.42857143,0,46.03,0,1,0,0,Monday
XQB33X,1,2/6/2011,2/10/2011,3/24/2011,18,0,0,51.11,0.166666667,0,0,0,Thursday
4JX4NU,0,8/30/2011,9/6/2011,9/6/2011,0,0,0,75.1,0,0,0,0,Tuesday
2GBHZL,0,12/21/2010,12/21/2010,12/21/2010,0,0,0,79.36,0,0,0,0,Thursday
JCFJK8,0,7/14/2010,8/6/2010,7/10/2012,0,0,0,77.06,0.083806818,0,0,0,Monday
MEG5DE,1,4/15/2013,12/29/2013,12/29/2013,46,36.95652174,4.347826087,35.57,0,0,0,0,Monday
8TRTVJ,0,4/3/2012,4/3/2012,5/14/2012,0,0,0,25.82,0.146341463,1,0,0,Friday
WBA32D,0,9/23/2010,9/23/2010,9/29/2010,0,0,0,44.87,0.333333333,0,0,0,Thursday
9QCRKJ,1,8/28/2012,7/20/2012,7/20/2012,31,32.25806452,0,31.29,0,0,0,0,Sunday
UDZD6W,1,2/1/2012,10/8/2013,10/8/2013,32,31.25,9.375,51.25,0,0,0,0,Wednesday
6WYPC5,0,6/1/2010,12/10/2010,12/27/2010,0,0,0,14.33,0.764705882,0,0,0,Tuesday
PGF33M,1,5/30/2011,5/31/2011,5/22/2012,47,0,0,67,0.036414566,1,0,0,Tuesday
8TJZFD,1,9/12/2011,9/12/2011,12/7/2012,41,41.46341463,2.43902439,95.07,0.022123894,1,0,0,Friday
B59AUG,1,4/5/2012,4/11/2012,4/25/2012,45,4.444444444,0,60.32,0.142857143,0,0,0,Thursday
FZJL57,0,5/20/2011,5/20/2011,5/20/2011,0,0,0,50.89,0,0,0,0,Tuesday
DCUT2R,0,5/17/2011,5/17/2011,5/17/2011,0,0,0,75.42,0,0,0,0,Tuesday
VWS782,1,5/13/2011,6/14/2011,10/13/2011,16,0,0,50.83,0.016528926,0,0,0,Tuesday
9UV888,1,9/18/2010,11/7/2010,11/7/2010,16,0,0,3.06,0,0,0,0,Thursday
XRYUKP,0,10/27/2010,2/2/2011,9/7/2011,0,0,0,67.53,0.059907834,0,0,0,Wednesday
TDRZ6C,1,9/6/2012,9/19/2012,9/19/2012,44,6.818181818,0,88.22,0,0,0,0,Thursday
62K7GX,1,6/21/2011,6/27/2011,11/19/2011,18,0,0,113.11,0.027586207,0,0,0,Monday
LB7YKG,1,6/24/2013,9/30/2013,9/30/2013,36,0,0,29.36,0,1,0,0,Tuesday
53RHDG,0,3/23/2010,9/22/2010,5/31/2011,0,0,0,121.77,0.027888446,0,0,0,Thursday
8NGQAL,0,8/28/2012,11/15/2012,11/15/2012,0,0,0,150,0,0,0,0,Tuesday
394K2V,0,11/10/2009,11/10/2009,11/9/2011,0,0,0,37.94,0.002743484,0,0,0,Friday
7PEXQ8,1,1/17/2012,8/25/2013,9/9/2013,29,79.31034483,10.34482759,98.96,0.133333333,1,0,0,Tuesday
7QATXQ,1,5/13/2011,5/18/2011,5/18/2011,32,100,0,73.3,0,0,0,0,Thursday
BZ84GA,1,11/7/2011,5/23/2012,5/23/2012,45,0,0,22.32,0,0,0,0,Wednesday
MKH8LN,0,9/8/2012,9/11/2012,11/27/2012,0,0,0,89.78,0.064935065,1,0,0,Wednesday
4E74SE,1,11/22/2011,11/22/2011,12/18/2013,53,20.75471698,5.660377358,76.07,0.007926024,0,0,0,Wednesday
DUGNM5,1,11/9/2012,11/11/2012,11/11/2012,45,0,0,93.33,0,0,0,0,Tuesday
SQ9626,1,5/15/2012,5/15/2012,5/15/2012,45,0,0,58.3,0,0,0,0,Friday
KGKEYR,0,11/3/2011,2/1/2012,4/11/2012,0,0,0,70.25,0.028571429,0,0,0,Thursday
RX2HXU,0,11/5/2011,11/6/2011,11/6/2011,0,0,0,33.83,0,1,0,0,Tuesday
893V8B,1,4/29/2011,6/5/2011,6/13/2011,36,69.44444444,0,53.93,0.25,0,0,0,Monday
JSUU4R,1,5/18/2010,5/18/2010,10/22/2012,47,4.255319149,0,66.26,0.004504505,0,0,0,Monday
QCP8X,0,4/3/2011,4/3/2011,8/14/2012,0,0,0,53.8,0.032064128,0,0,0,Tuesday
VC2ZBN,0,10/26/2009,3/30/2010,5/6/2010,0,0,0,37.77,0.324324324,0,0,0,Thursday
DXUQUZ,1,5/17/2012,5/17/2012,12/6/2012,45,0,0,81.89,0.014778325,0,0,0,Friday
XCW9JN,1,4/11/2011,5/4/2011,7/14/2011,18,0,0,53.85,0.112676056,0,0,0,Tuesday
7E542X,0,8/7/2009,4/18/2011,4/19/2012,0,0,0,89.72,0.024523161,0,0,0,Thursday
W3F9D3,0,5/15/2011,6/30/2011,6/30/2011,0,0,0,55.43,0,0,0,0,Wednesday
MDC7WE,1,10/6/2010,10/6/2010,10/6/2010,44,6.818181818,0,50,0,0,0,0,Friday
P27NJ9,0,4/4/2010,5/14/2010,5/14/2010,0,0,0,26.88,0,0,0,0,Friday
3XG39Z,1,8/28/2012,7/24/2012,7/24/2012,45,0,0,37.99,0,0,0,0,Thursday
KMCZRJ,1,8/28/2012,7/20/2012,8/23/2012,37,5.405405405,0,40.55,0.117647059,0,0,0,Sunday
MCLEPW,0,1/14/2011,3/3/2011,12/19/2011,0,0,0,64.45,0.120274914,0,0,0,Friday
H35UW5,1,6/13/2011,6/14/2011,6/14/2011,44,2.272727273,0,52.24,0,0,0,0,Tuesday
DPYK2N,0,6/18/2011,6/21/2011,8/19/2012,0,0,0,74.43,0.007058824,0,0,0,Wednesday
V3YB3P,1,5/17/2013,8/19/2013,8/19/2013,40,0,0,30.73,0,0,0,0,Tuesday
STBHUX,1,11/3/2010,11/19/2010,11/19/2010,41,31.70731707,0,27.18,0,1,0,0,Friday
DRU442,1,6/4/2012,6/6/2012,10/28/2012,39,51.28205128,10.25641026,103.15,0.027777778,0,0,0,Monday
2SDCS7,1,6/18/2012,6/18/2012,8/20/2012,47,10.63829787,4.255319149,127.73,0.126984127,0,0,0,Tuesday
MGGRJB,0,7/29/2009,7/29/2009,7/29/2009,0,0,0,12.94,0,0,0,0,Friday
P7KQNX,0,3/22/2011,3/23/2011,6/29/2011,0,0,0,83.87,0.030612245,0,0,0,Thursday
MY52KV,1,10/1/2009,4/15/2011,6/10/2011,18,0,0,157.86,0.214285714,0,0,0,Friday
MCJXPT,1,3/22/2011,8/3/2011,9/21/2011,45,0,0,48.49,0.06122449,0,0,0,Wednesday
9YJ8MP,1,12/1/2012,12/17/2013,12/17/2013,47,14.89361702,6.382978723,56.58,0,0,0,0,Friday
G2X6H3,0,7/8/2010,9/17/2012,10/15/2012,0,0,0,65.56,0.071428571,0,0,0,Thursday
X5T3Q5,1,1/5/2011,1/5/2011,1/5/2011,43,0,0,102.57,0,0,0,0,Thursday
5F6L56,1,4/25/2012,5/1/2012,5/8/2012,44,11.36363636,2.272727273,28.27,0.285714286,0,0,0,Wednesday
W6D9EV,1,7/8/2012,7/8/2012,8/13/2012,41,51.2195122,0,26.04,0.083333333,0,0,0,Friday
2JRZMK,1,11/5/2011,11/5/2011,1/1/2012,45,15.55555556,6.666666667,49.22,0.035087719,0,0,0,Wednesday
USAMEJ,0,2/13/2010,2/13/2010,2/23/2011,0,0,0,77,0.029333333,0,0,0,Friday
WUW6ZX,1,5/6/2012,5/6/2012,5/6/2012,44,20.45454545,0,43.81,0,0,0,0,Monday
DWVN2K,0,12/14/2010,11/28/2011,11/28/2011,0,0,0,61.93,0,0,0,0,Thursday
LPLVY7,1,8/23/2011,9/29/2011,11/23/2011,40,32.5,10,151.62,0.054545455,1,0,0,Thursday
FANSJE,1,2/24/2012,3/1/2012,4/12/2012,43,11.62790698,4.651162791,72.08,0.047619048,0,0,0,Thursday
SRRCL7,0,8/29/2012,9/4/2012,9/4/2012,0,0,0,47.25,0,0,0,0,Thursday
2A6L57,1,8/28/2012,7/20/2012,9/4/2012,36,0,0,54.48,0.043478261,0,0,0,Sunday
ZFK9RL,1,6/6/2012,6/7/2012,10/28/2012,43,18.60465116,6.976744186,75.67,0.020979021,0,0,0,Monday
PLW28Y,1,8/29/2011,10/20/2013,10/20/2013,37,8.108108108,2.702702703,54.35,0,0,0,0,Monday
RYJXPY,1,3/27/2012,11/8/2013,12/29/2013,40,60,12.5,78.34,0.039215686,0,1,0,Thursday
CSL6DV,1,7/15/2010,9/7/2010,7/23/2012,41,29.26829268,2.43902439,119.64,0.037956204,1,0,0,Tuesday
2VXWB6,1,5/20/2013,1/1/2014,1/1/2014,56,12.5,1.785714286,78.72,0,1,0,0,Thursday
2HYWB8,1,3/19/2012,3/19/2012,5/17/2012,40,42.5,0,53.12,0.050847458,0,0,0,Wednesday
SK8YY7,1,7/23/2011,9/7/2012,1/5/2014,49,8.163265306,0,44.64,0.004123711,0,0,0,Friday
XYKE74,0,11/22/2010,12/12/2010,12/12/2010,0,0,0,177.26,0,0,0,0,Monday
RHSUKN,1,5/13/2011,5/15/2011,5/15/2011,44,6.818181818,4.545454545,52.31,0,0,0,0,Friday
5376YQ,0,9/18/2010,10/24/2010,6/18/2012,0,0,0,95.03,0.069651741,1,0,0,Monday
4YAX28,0,5/13/2011,6/4/2011,6/4/2011,0,0,0,50.87,0,0,0,0,Tuesday
XJHNA6,1,4/14/2010,2/21/2012,3/8/2012,39,38.46153846,2.564102564,47.02,0.1875,0,0,0,Wednesday
PL9M9H,1,9/23/2012,9/23/2012,9/23/2012,36,0,0,51.2,0,0,0,0,Sunday
Y8GPEG,1,1/29/2012,1/29/2012,4/12/2012,19,0,0,52.5,0.067567568,0,0,0,Friday
GHKAJX,1,5/3/2012,5/3/2012,5/3/2012,44,11.36363636,2.272727273,85.27,0,0,0,0,Thursday
6NNQL6,0,12/8/2010,1/20/2011,7/24/2011,0,0,0,63.34,0.016216216,0,0,0,Monday
S7R3M8,0,9/5/2010,1/31/2011,5/2/2011,0,0,0,27.54,0.153846154,0,0,0,Monday
V5JN7E,1,8/28/2012,8/14/2012,8/14/2012,45,0,0,76.96,0,0,0,0,Thursday
JZ6G4Y,1,7/10/2009,11/23/2009,2/18/2010,47,6.382978723,0,39.02,0.137931034,0,0,0,Friday
FE52LP,1,7/5/2013,8/1/2013,11/21/2013,46,43.47826087,0,35.64,0.035714286,1,0,0,Friday
N94UZQ,1,5/13/2011,5/15/2011,12/8/2011,16,0,0,41.97,0.009661836,0,0,0,Monday
GQTW2E,1,8/28/2012,8/9/2012,1/16/2014,32,6.25,3.125,36,0.003809524,0,0,0,Sunday
C9Q2J3,0,6/1/2011,6/1/2011,6/1/2011,0,0,0,50.73,0,0,0,0,Monday
LVJ9D6,0,3/17/2012,3/18/2012,3/28/2012,0,0,0,28.58,0.2,0,0,0,Thursday
942TVZ,1,8/28/2012,8/9/2012,8/23/2012,36,0,0,42.92,0.214285714,0,0,0,Sunday
YQNRXL,1,10/27/2010,10/27/2010,10/27/2010,16,0,0,60.07,0,0,0,0,Thursday
QTU24P,0,6/14/2011,6/15/2011,6/15/2011,0,0,0,25,0,0,0,0,Friday
MJVMH9,1,5/22/2011,5/22/2011,11/15/2011,43,16.27906977,2.325581395,62.77,0.016949153,0,0,0,Tuesday
4LR3S5,0,1/6/2009,1/6/2009,5/7/2009,4,25,0,17.95,0.024793388,0,0,0,Friday
TMB9PZ,0,11/20/2010,2/19/2011,2/19/2011,0,0,0,30.33,0,0,0,0,Thursday
HZBD8W,1,9/2/2010,5/1/2012,5/1/2012,31,54.83870968,0,46.12,0,0,0,0,Friday
HME2FU,0,9/2/2010,3/15/2011,3/15/2011,0,0,0,63.5,0,0,0,0,Wednesday
FBW4DM,0,5/25/2012,6/6/2012,8/13/2013,5,40,20,45.34,0.013856813,0,0,0,Wednesday
RQ9VFU,0,5/29/2010,6/10/2010,6/17/2010,0,0,0,24.03,0.428571429,0,0,0,Friday
NC5K9A,0,7/28/2010,9/13/2010,9/13/2010,0,0,0,100.79,0,0,0,0,Monday
ARQXVK,1,8/23/2010,9/15/2010,11/10/2010,45,0,0,18.62,0.053571429,0,0,0,Thursday
YCTGDX,0,6/7/2010,10/17/2010,11/9/2010,12,16.66666667,8.333333333,135.71,0.304347826,0,0,0,Monday
P85WE5,1,10/17/2011,10/17/2011,10/25/2011,44,6.818181818,0,51.11,0.25,0,0,0,Tuesday
YA2NN6,0,6/17/2011,11/3/2011,3/30/2012,0,0,0,58.63,0.040540541,0,0,0,Friday
MXJPET,1,5/14/2011,5/28/2011,7/10/2011,42,14.28571429,0,34.86,0.046511628,0,0,0,Tuesday
YUC6KN,0,11/14/2011,11/14/2011,11/14/2011,4,75,25,51.91,0,0,0,0,Monday
KSW3SH,1,8/28/2012,8/14/2012,8/14/2012,45,0,0,40,0,0,0,0,Thursday
HLWC9E,0,8/28/2012,7/24/2012,7/24/2012,0,0,0,66.7,0,0,0,0,Thursday
354CLY,1,10/13/2010,9/5/2011,8/20/2012,46,4.347826087,2.173913043,95.78,0.102857143,1,0,0,Tuesday
9ZBHVD,0,7/18/2010,8/6/2010,8/6/2010,0,0,0,62.66,0,0,0,0,Friday
3SD7DA,1,10/10/2011,10/10/2011,3/11/2012,37,40.54054054,0,223.12,0.013071895,0,0,0,Tuesday
UCNCLJ,0,1/7/2011,1/7/2011,1/7/2011,0,0,0,60.49,0,0,0,0,Friday
5NZPJJ,0,6/17/2012,6/17/2012,6/17/2012,0,0,0,84.92,0,0,0,0,Monday
7BCAGW,0,4/17/2013,8/27/2013,8/27/2013,0,0,0,115,0,0,0,0,Wednesday
2VRB4P,1,4/22/2012,5/6/2012,11/1/2012,43,27.90697674,4.651162791,318.71,0.011173184,0,0,0,Wednesday
CTEGGM,1,1/16/2012,1/18/2012,11/6/2013,50,2,2,45.79,0.010638298,0,0,0,Monday
6LMKH7,1,7/1/2012,7/2/2012,7/2/2012,45,8.888888889,0,56.18,0,0,0,0,Tuesday
H2QQWA,0,10/30/2011,10/30/2011,10/30/2011,0,0,0,51.73,0,0,0,0,Monday
YG8VMD,0,8/28/2012,7/22/2013,7/22/2013,0,0,0,49.01,0,0,0,0,Tuesday
LD7Q3M,1,5/22/2011,11/7/2011,11/7/2011,16,0,0,51.62,0,0,0,0,Wednesday
ZPA3LU,1,11/17/2011,11/17/2011,11/17/2011,17,0,0,50.67,0,0,0,0,Wednesday
RDNR65,1,5/13/2011,5/22/2011,5/22/2011,42,14.28571429,4.761904762,51.23,0,0,0,0,Monday
G4JPBU,1,6/2/2013,7/16/2013,7/16/2013,32,65.625,12.5,89.75,0,1,0,0,Monday
8FLU57,1,9/1/2012,10/10/2012,10/10/2012,39,35.8974359,5.128205128,58.73,0,0,0,0,Thursday
LH7JYN,1,4/20/2011,4/20/2011,4/20/2011,41,19.51219512,4.87804878,39.7,0,0,0,0,Thursday
FEC7CD,1,6/5/2011,9/28/2011,9/28/2011,37,51.35135135,0,50.41,0,0,0,0,Thursday
79JWVK,1,8/28/2012,7/24/2012,11/6/2013,47,12.76595745,4.255319149,60.39,0.012765957,0,0,0,Thursday
P4L3B3,0,6/11/2012,6/11/2012,6/18/2012,0,0,0,86.35,0.285714286,1,0,0,Wednesday
2HVM9M,0,11/24/2009,2/25/2010,2/25/2010,0,0,0,5.39,0,0,0,0,Thursday
F76EDM,1,11/23/2008,11/23/2008,9/30/2009,38,39.47368421,2.631578947,40.89,0.006430868,0,0,0,Monday
S74V84,0,11/6/2010,2/6/2011,8/3/2012,0,0,0,217.4,0.082720588,0,0,0,Monday
DF84HX,0,8/6/2010,8/29/2010,9/26/2010,0,0,0,28.82,0.142857143,0,0,0,Monday
EPYBW4,1,8/28/2012,9/21/2012,9/21/2012,45,2.222222222,0,53.1,0,0,0,0,Tuesday
Y2WT8Q,0,9/24/2009,10/26/2009,10/26/2009,0,0,0,78.6,0,0,0,0,Wednesday
8D95HG,1,8/28/2012,7/20/2012,8/16/2012,33,39.39393939,3.03030303,44.67,0.111111111,1,0,0,Sunday
EH4XM7,0,3/28/2012,4/19/2012,4/19/2012,14,7.142857143,0,22.19,0,0,0,0,Tuesday
JHSKS6,1,8/28/2012,7/20/2012,7/20/2012,34,14.70588235,0,57.19,0,0,0,0,Sunday
B2FYT8,0,5/1/2009,5/8/2009,5/8/2009,0,0,0,26.52,0,0,0,0,Friday
GDC7RW,1,1/11/2012,1/11/2012,1/11/2012,16,0,0,78.59,0,0,0,0,Wednesday
UBXZB7,1,3/7/2011,9/6/2013,9/6/2013,21,95.23809524,9.523809524,52.56,0,0,0,0,Monday
MH8K4W,0,1/16/2011,11/21/2013,11/21/2013,0,0,0,59.7,0,0,0,0,Tuesday
2H5WQD,0,4/29/2012,5/11/2012,8/24/2012,0,0,0,85.24,0.095238095,1,0,0,Friday
TEJENL,1,10/3/2012,10/3/2012,10/3/2012,45,11.11111111,0,82.71,0,0,0,0,Friday
TV9H9V,1,10/11/2011,10/11/2011,1/10/2012,16,0,0,33.03,0.021978022,0,0,0,Tuesday
6UBAQ8,1,12/13/2011,7/29/2012,7/29/2012,45,0,0,70.96,0,0,0,0,Wednesday
P6ZXKV,0,4/27/2013,7/28/2013,7/28/2013,40,10,0,88.82,0,0,0,0,Thursday
HKYX48,1,7/23/2011,7/23/2011,7/23/2011,16,0,0,50.17,0,0,0,0,Monday
YTNSFK,1,12/13/2011,1/26/2012,1/26/2012,16,0,0,29.7,0,0,0,0,Friday
8C7L8C,1,11/6/2011,11/10/2011,11/16/2011,16,0,0,61.47,0.333333333,0,0,0,Thursday
GH2UPP,1,9/15/2012,9/29/2012,9/29/2012,45,0,0,61.03,0,0,0,0,Tuesday
SVCEYB,1,5/15/2012,5/16/2012,7/5/2012,47,4.255319149,0,77.59,0.08,0,0,0,Friday
KCFDKL,1,11/7/2011,2/27/2012,3/6/2012,16,0,0,115.39,0.25,1,0,0,Tuesday
2ZEQYE,0,7/12/2011,7/13/2011,9/5/2011,27,74.07407407,0,52.61,0.092592593,0,0,0,Friday
X6QB5H,1,9/4/2011,9/4/2011,9/4/2011,16,0,0,36.76,0,0,0,0,Friday
FGWG78,1,5/21/2012,5/24/2012,6/28/2012,45,6.666666667,0,63.67,0.085714286,0,0,0,Thursday
DA4DC7,1,8/11/2011,8/11/2013,1/19/2014,51,70.58823529,13.7254902,93.3,0.130434783,0,0,0,Monday
2E883P,0,11/17/2011,11/17/2011,11/17/2011,0,0,0,98.9,0,0,0,0,Thursday
RA7HH9,0,5/13/2011,6/10/2011,6/10/2011,0,0,0,54.17,0,0,0,0,Monday
QCNUDE,1,5/14/2011,5/15/2011,5/15/2011,44,6.818181818,4.545454545,60.15,0,0,0,0,Tuesday
EFKLGM,0,3/22/2012,3/22/2012,3/22/2012,0,0,0,26.09,0,0,0,0,Friday
ATLFAM,1,11/8/2011,11/8/2011,11/8/2011,33,78.78787879,3.03030303,53.85,0,0,0,0,Monday
4N2WN7,1,11/9/2011,11/9/2011,11/9/2011,39,0,0,55.31,0,0,0,0,Friday
Q5BKGE,1,8/3/2011,11/21/2013,12/11/2013,38,65.78947368,28.94736842,90.44,0.2,1,1,0,Friday
SNLKH7,1,7/16/2012,7/16/2012,7/16/2012,37,64.86486486,2.702702703,45.43,0,0,0,0,Tuesday
3VH64F,0,10/3/2012,10/3/2012,10/3/2012,0,0,0,25.32,0,0,0,0,Wednesday
82DZAW,1,11/29/2011,11/6/2013,11/6/2013,40,32.5,7.5,33.06,0,0,0,1,Thursday
QXNB7D,1,6/15/2012,6/19/2012,7/9/2012,37,43.24324324,0,59.65,0.1,1,0,0,Wednesday
2PJEX2,0,3/11/2010,3/11/2010,3/11/2010,0,0,0,57.26,0,0,0,0,Friday
SKUFQ,1,4/4/2011,4/20/2011,4/16/2012,46,19.56521739,4.347826087,68.6,0.035911602,0,0,0,Tuesday
3BWNZL,0,4/30/2012,4/30/2012,5/21/2012,0,0,0,65.06,0.095238095,0,0,0,Tuesday
YTRHW6,1,3/3/2010,9/28/2012,9/28/2012,34,58.82352941,8.823529412,42.57,0,0,0,0,Friday
9HTQFY,1,9/29/2012,10/14/2012,10/14/2012,45,2.222222222,0,82.99,0,0,0,0,Monday
TWR8UG,1,5/27/2011,5/27/2011,7/19/2011,16,0,0,44.47,0.056603774,0,0,0,Monday
L8P8V5,0,9/28/2010,9/28/2010,9/28/2010,0,0,0,16.36,0,0,0,0,Monday
RYPC6L,0,2/13/2011,2/22/2011,2/22/2011,0,0,0,133.54,0,0,0,0,Tuesday
9QVN68,1,4/3/2011,8/31/2013,1/12/2014,46,2.173913043,0,47.76,0.044776119,0,0,0,Monday
ZDWU7W,1,5/13/2011,5/15/2011,8/20/2011,45,2.222222222,2.222222222,50.66,0.020618557,0,0,0,Monday
X7UEFG,1,1/18/2010,1/18/2010,1/18/2010,16,0,0,25.29,0,0,0,0,Friday
4GYED9,0,10/31/2011,11/12/2011,11/12/2011,0,0,0,52.78,0,0,0,0,Tuesday
VZTJRP,1,7/22/2011,1/20/2012,5/14/2012,47,2.127659574,0,209.61,0.069565217,0,0,0,Monday
LVXXMR,1,5/18/2011,5/18/2011,5/18/2011,16,0,0,50.73,0,0,0,0,Thursday
E4TTN5,1,8/7/2008,8/12/2008,4/11/2011,47,21.27659574,10.63829787,22.97,0.004115226,0,0,0,Thursday
TDENCW,1,9/9/2010,12/13/2010,12/13/2010,44,2.272727273,0,75.03,0,0,0,0,Friday
RZ5NW9,1,2/1/2011,2/1/2011,1/24/2012,45,0,0,44.44,0.008403361,0,0,0,Wednesday
NG8ZER,1,8/13/2010,11/24/2010,2/4/2011,16,0,0,42.36,0.027777778,0,0,0,Wednesday
PYBWLP,1,10/8/2011,10/8/2011,11/28/2011,46,19.56521739,0,45.78,0.078431373,1,0,0,Monday
65TJXF,1,2/24/2013,10/23/2013,10/23/2013,38,5.263157895,2.631578947,128.88,0,0,1,0,Wednesday
R2U6RS,1,9/1/2010,9/3/2010,9/3/2010,44,6.818181818,0,94.22,0,0,0,0,Friday
54DE8P,0,6/20/2011,6/20/2011,11/15/2011,0,0,0,50.93,0.013513514,0,0,0,Monday
UELW3G,1,6/9/2013,7/22/2013,9/25/2013,41,24.3902439,7.317073171,44.5,0.046153846,1,0,0,Thursday
TJUEKL,0,4/14/2011,4/14/2011,4/14/2011,0,0,0,265.97,0,0,0,0,Friday
V3U58B,1,10/3/2011,10/3/2011,10/3/2011,16,0,0,50.79,0,0,0,0,Tuesday
B73NUL,1,2/16/2012,2/16/2012,3/30/2012,41,29.26829268,7.317073171,142.64,0.093023256,0,0,0,Friday
2DLD7M,0,2/19/2011,2/25/2011,2/25/2011,0,0,0,36.73,0,0,0,0,Thursday
QRFSFC,0,7/19/2010,2/9/2011,2/9/2011,0,0,0,53.92,0,0,0,0,Wednesday
CLTG7A,1,4/7/2010,4/7/2010,4/7/2010,16,0,0,26.42,0,0,0,0,Friday
VCK6JG,1,6/9/2011,6/27/2011,6/27/2011,45,2.222222222,0,81.11,0,0,0,0,Tuesday
TXM2WZ,0,7/6/2010,7/6/2010,7/6/2010,0,0,0,26.01,0,0,0,0,Tuesday
9B5FFQ,0,10/3/2011,10/3/2011,10/3/2011,0,0,0,7.18,0,0,0,0,Wednesday
KB49D9,1,5/19/2012,6/4/2012,9/17/2012,47,2.127659574,0,40.45,0.142857143,0,0,0,Tuesday
TE79PB,1,1/17/2011,2/10/2011,4/21/2011,18,0,0,52.54,0.128571429,0,0,0,Thursday
HQ96JN,0,9/3/2010,1/5/2011,2/2/2011,4,25,0,99.63,0.142857143,0,0,0,Thursday
LRJU55,0,9/27/2011,9/27/2011,9/27/2011,0,0,0,169.58,0,1,0,0,Wednesday
C27PMY,1,7/3/2011,7/26/2011,7/26/2011,16,0,0,50.09,0,0,0,0,Thursday
HVWZ6K,0,2/28/2010,3/4/2010,3/17/2010,0,0,0,61.12,0.153846154,0,0,0,Thursday
W9BQK6,0,8/27/2011,8/27/2011,6/13/2012,0,0,0,73.3,0.013745704,0,0,0,Monday
5LVDZ8,0,7/9/2010,1/28/2011,9/7/2011,0,0,0,77.52,0.018018018,0,0,0,Friday
4LKMDB,1,9/22/2012,12/3/2012,12/3/2012,40,2.5,0,52.57,0,1,0,0,Tuesday
C8GCGB,1,7/31/2011,7/31/2011,7/31/2011,45,2.222222222,0,51.37,0,1,0,0,Tuesday
3V762L,1,1/26/2011,4/24/2011,7/10/2012,46,2.173913043,0,132.4,0.058690745,1,0,0,Monday
45KDDY,1,6/16/2011,6/27/2011,6/27/2011,34,67.64705882,0,26.96,0,0,0,0,Wednesday
JXYW8B,1,9/8/2011,9/9/2011,5/25/2012,46,8.695652174,2.173913043,132.98,0.027027027,1,0,0,Friday
A6H8HR,1,7/22/2011,8/25/2011,8/25/2011,16,0,0,53.56,0,0,0,0,Friday
82VSZN,0,7/7/2011,7/7/2011,2/6/2012,0,0,0,147.08,0.028037383,1,0,0,Thursday
